Date,Open,High,Low,Close,Adj Close,Volume,perc_return
5/4/2020,83.900002,86.230003,83.330002,85.339996,81.830566,19548000,1.02%
5/11/2020,84.82,87.169998,80.720001,82.639999,79.2416,17788600,-3.16%
5/18/2020,85.269997,86.629997,82.029999,82.269997,78.886818,16318300,-0.45%
5/25/2020,82.57,92.809998,82.199997,89.330002,85.656494,18427800,8.58%
6/1/2020,89.160004,99.400002,89.160004,96.800003,92.819305,14768200,8.36%
6/8/2020,97.860001,97.980003,89.669998,91.349998,87.593414,12903900,-5.63%
6/15/2020,89.769997,94.199997,89.110001,92.360001,88.56189,22017600,1.11%
6/22/2020,92,93.559998,90.82,91.199997,87.449593,15852000,-1.26%
6/29/2020,91.889999,94.139999,91.269997,92.169998,88.3797,9228100,1.06%
7/6/2020,93.360001,93.639999,90.550003,93.080002,89.252281,20668600,0.99%
7/13/2020,93.379997,96.830002,92.610001,95.860001,91.917961,29055200,2.99%
7/20/2020,95.730003,96.18,93,93.720001,89.865959,31611500,-2.23%
7/27/2020,93.379997,93.660004,91.68,92.400002,89.617889,18408700,-1.41%
8/3/2020,92.199997,95.400002,92.199997,95.400002,92.52755,15447900,3.25%
8/10/2020,95.400002,98.919998,95.279999,97.459999,94.525528,18745700,2.16%
8/17/2020,97.540001,98.330002,96.879997,97.919998,94.971672,12565200,0.47%
8/24/2020,98.309998,102.849998,98.309998,101.07,98.026833,16519900,3.22%
8/31/2020,101,101.029999,96.610001,96.910004,93.992088,11775300,-4.12%
9/7/2020,96.370003,97.769997,95.720001,97.18,94.25396,7935800,0.28%
9/14/2020,97.580002,98.419998,95.440002,95.470001,92.595451,14290700,-1.76%
9/21/2020,94.5,95.349998,93.099998,94.489998,91.644951,9118600,-1.03%
9/28/2020,95.599998,96.139999,92.580002,94.269997,91.431572,21619600,-0.23%
10/5/2020,95,98.32,94.209999,97.349998,94.418831,17518500,3.27%
10/12/2020,97.860001,97.860001,96.190002,97.339996,94.409134,17492400,-0.01%
10/19/2020,97.43,97.660004,95.580002,96.290001,93.390755,37839000,-1.08%
10/26/2020,95.709999,95.800003,90.75,93.160004,91.368645,27844400,-3.25%
11/2/2020,93.18,97.559998,92.540001,96.739998,94.879799,17693600,3.84%
11/9/2020,98.639999,101.080002,97.540001,100.400002,98.469421,22928400,3.78%
11/16/2020,101.389999,104.459999,100.769997,104.330002,102.32386,34362600,3.91%
11/23/2020,104.629997,108.440002,104.400002,108.160004,106.080215,18638300,3.67%
11/30/2020,107.510002,108.050003,105.019997,105.150002,103.128082,15704800,-2.78%
